NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;VOTLI_NUM_VOTI_VAL
LETTONIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;1
LETTONIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
LETTONIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
LETTONIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
LETTONIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LETTONIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;10
LETTONIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;9
LETTONIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;9
LETTONIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;3
LETTONIA;V : ITALIA INSULARE;EUROPA VERDE;1
LETTONIA;V : ITALIA INSULARE;FORZA ITALIA;1
LETTONIA;V : ITALIA INSULARE;LA SINISTRA;1
LETTONIA;V : ITALIA INSULARE;PARTITO COMUNISTA;1
LETTONIA;V : ITALIA INSULARE;PARTITO PIRATA;1
LETTONIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
LETTONIA;V : ITALIA INSULARE;FORZA NUOVA;0
LETTONIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;0
LETTONIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
LETTONIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
LETTONIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;0
LITUANIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LITUANIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;7
LITUANIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;4
LITUANIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;4
LITUANIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;3
LITUANIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;3
LITUANIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;1
LITUANIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
LITUANIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
LITUANIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LITUANIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
LITUANIA;II : ITALIA NORD-ORIENTALE;SVP;0
LITUANIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;14
LITUANIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;3
LITUANIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;2
LITUANIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2
LITUANIA;III : ITALIA CENTRALE;FORZA ITALIA;1
LITUANIA;III : ITALIA CENTRALE;LA SINISTRA;1
LITUANIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;1
LITUANIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
LITUANIA;III : ITALIA CENTRALE;EUROPA VERDE;0
LITUANIA;III : ITALIA CENTRALE;FORZA NUOVA;0
LITUANIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;0
LITUANIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
LITUANIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;0
LITUANIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
LITUANIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;0
LITUANIA;IV : ITALIA MERIDIONALE;LA SINISTRA;8
LITUANIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;6
LITUANIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;2
LITUANIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;2
LITUANIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;1
LITUANIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;1
LITUANIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
LITUANIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
LITUANIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;0
LITUANIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;0
LITUANIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;0
LITUANIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
LITUANIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
LITUANIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
LITUANIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LITUANIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
LITUANIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
LITUANIA;V : ITALIA INSULARE;EUROPA VERDE;0
LITUANIA;V : ITALIA INSULARE;FORZA ITALIA;0
LITUANIA;V : ITALIA INSULARE;FORZA NUOVA;0
LITUANIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;0
LITUANIA;V : ITALIA INSULARE;LA SINISTRA;0
LITUANIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;0
LITUANIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;0
LITUANIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;0
LITUANIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
LITUANIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;0
LITUANIA;V : ITALIA INSULARE;PARTITO PIRATA;0
LITUANIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
LITUANIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;406
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;123
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;113
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;64
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;51
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;38
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;33
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;16
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;10
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;4
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;4
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;2
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;1
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
LUSSEMBURGO;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;204
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;86
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;59
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;41
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;34
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;31
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;22
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;LA SINISTRA;11
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;7
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;SVP;5
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;2
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;1
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;0
LUSSEMBURGO;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
LUSSEMBURGO;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;285
LUSSEMBURGO;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;83
LUSSEMBURGO;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;77
LUSSEMBURGO;III : ITALIA CENTRALE;EUROPA VERDE;56
LUSSEMBURGO;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;55
LUSSEMBURGO;III : ITALIA CENTRALE;FORZA ITALIA;33
LUSSEMBURGO;III : ITALIA CENTRALE;FRATELLI D'ITALIA;30
LUSSEMBURGO;III : ITALIA CENTRALE;LA SINISTRA;11
LUSSEMBURGO;III : ITALIA CENTRALE;PARTITO COMUNISTA;5
LUSSEMBURGO;III : ITALIA CENTRALE;PARTITO PIRATA;5
LUSSEMBURGO;III : ITALIA CENTRALE;PARTITO ANIMALISTA;4
LUSSEMBURGO;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;4
LUSSEMBURGO;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4
LUSSEMBURGO;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;2
LUSSEMBURGO;III : ITALIA CENTRALE;FORZA NUOVA;0
LUSSEMBURGO;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;217
LUSSEMBURGO;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;202
LUSSEMBURGO;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;142
LUSSEMBURGO;IV : ITALIA MERIDIONALE;FORZA ITALIA;69
LUSSEMBURGO;IV : ITALIA MERIDIONALE;EUROPA VERDE;52
LUSSEMBURGO;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;46
LUSSEMBURGO;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;17
LUSSEMBURGO;IV : ITALIA MERIDIONALE;LA SINISTRA;16
LUSSEMBURGO;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;11
LUSSEMBURGO;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;9
LUSSEMBURGO;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;4
LUSSEMBURGO;IV : ITALIA MERIDIONALE;PARTITO PIRATA;4
LUSSEMBURGO;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;3
LUSSEMBURGO;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
LUSSEMBURGO;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;1
LUSSEMBURGO;V : ITALIA INSULARE;PARTITO DEMOCRATICO;65
LUSSEMBURGO;V : ITALIA INSULARE;LEGA SALVINI PREMIER;42
LUSSEMBURGO;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;33
LUSSEMBURGO;V : ITALIA INSULARE;EUROPA VERDE;20
LUSSEMBURGO;V : ITALIA INSULARE;FORZA ITALIA;20
LUSSEMBURGO;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;13
LUSSEMBURGO;V : ITALIA INSULARE;LA SINISTRA;7
LUSSEMBURGO;V : ITALIA INSULARE;FRATELLI D'ITALIA;4
LUSSEMBURGO;V : ITALIA INSULARE;PARTITO PIRATA;3
LUSSEMBURGO;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;2
LUSSEMBURGO;V : ITALIA INSULARE;FORZA NUOVA;1
LUSSEMBURGO;V : ITALIA INSULARE;PARTITO ANIMALISTA;1
LUSSEMBURGO;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
LUSSEMBURGO;V : ITALIA INSULARE;PARTITO COMUNISTA;0
LUSSEMBURGO;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
MALTA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;37
MALTA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;29
MALTA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;26
MALTA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16
MALTA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;9
MALTA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;8
MALTA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;6
MALTA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;4
MALTA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;3
MALTA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;2
MALTA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
MALTA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
MALTA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
MALTA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
MALTA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;0
MALTA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
MALTA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;21
MALTA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;16
MALTA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;13
MALTA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;8
MALTA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;7
MALTA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;6
MALTA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;4
MALTA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;3
MALTA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
MALTA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;1
MALTA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
MALTA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;0
MALTA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;0
MALTA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
MALTA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
MALTA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
MALTA;II : ITALIA NORD-ORIENTALE;SVP;0
MALTA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;38
MALTA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;25
MALTA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;19
MALTA;III : ITALIA CENTRALE;EUROPA VERDE;11
MALTA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;11
MALTA;III : ITALIA CENTRALE;FORZA ITALIA;10
MALTA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;8
MALTA;III : ITALIA CENTRALE;LA SINISTRA;3
MALTA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;1
MALTA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;0
MALTA;III : ITALIA CENTRALE;FORZA NUOVA;0
MALTA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
MALTA;III : ITALIA CENTRALE;PARTITO COMUNISTA;0
MALTA;III : ITALIA CENTRALE;PARTITO PIRATA;0
MALTA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
MALTA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;28
MALTA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;22
MALTA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;8
MALTA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;7
MALTA;IV : ITALIA MERIDIONALE;FORZA ITALIA;7
MALTA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;7
MALTA;IV : ITALIA MERIDIONALE;EUROPA VERDE;6
MALTA;IV : ITALIA MERIDIONALE;FORZA NUOVA;2
MALTA;IV : ITALIA MERIDIONALE;LA SINISTRA;2
MALTA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;2
MALTA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
MALTA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
MALTA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;0
MALTA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;0
MALTA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;0
MALTA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;63
MALTA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;35
MALTA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;32
MALTA;V : ITALIA INSULARE;FORZA ITALIA;19
MALTA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;12
MALTA;V : ITALIA INSULARE;EUROPA VERDE;8
MALTA;V : ITALIA INSULARE;FRATELLI D'ITALIA;6
MALTA;V : ITALIA INSULARE;LA SINISTRA;5
MALTA;V : ITALIA INSULARE;PARTITO COMUNISTA;2
MALTA;V : ITALIA INSULARE;FORZA NUOVA;1
MALTA;V : ITALIA INSULARE;PARTITO ANIMALISTA;1
MALTA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
MALTA;V : ITALIA INSULARE;PARTITO PIRATA;0
MALTA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;0
MALTA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;509
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;243
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;105
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;104
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;76
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;45
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;35
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;30
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;10
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;8
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;6
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;4
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;3
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;2
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
PAESI BASSI;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
PAESI BASSI;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;377
PAESI BASSI;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;140
PAESI BASSI;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;110
PAESI BASSI;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;79
PAESI BASSI;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;64
PAESI BASSI;II : ITALIA NORD-ORIENTALE;LA SINISTRA;26
PAESI BASSI;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;17
PAESI BASSI;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;14
PAESI BASSI;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;10
PAESI BASSI;II : ITALIA NORD-ORIENTALE;SVP;6
PAESI BASSI;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5
PAESI BASSI;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;3
PAESI BASSI;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;2
PAESI BASSI;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
PAESI BASSI;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;1
PAESI BASSI;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;1
PAESI BASSI;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
PAESI BASSI;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;408
PAESI BASSI;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;142
PAESI BASSI;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;115
PAESI BASSI;III : ITALIA CENTRALE;EUROPA VERDE;95
PAESI BASSI;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;69
PAESI BASSI;III : ITALIA CENTRALE;LA SINISTRA;37
PAESI BASSI;III : ITALIA CENTRALE;FRATELLI D'ITALIA;24
PAESI BASSI;III : ITALIA CENTRALE;FORZA ITALIA;22
PAESI BASSI;III : ITALIA CENTRALE;PARTITO COMUNISTA;12
PAESI BASSI;III : ITALIA CENTRALE;PARTITO PIRATA;9
PAESI BASSI;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;5
PAESI BASSI;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;3
PAESI BASSI;III : ITALIA CENTRALE;PARTITO ANIMALISTA;2
PAESI BASSI;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;1
PAESI BASSI;III : ITALIA CENTRALE;FORZA NUOVA;0
PAESI BASSI;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;186
PAESI BASSI;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;112
PAESI BASSI;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;78
PAESI BASSI;IV : ITALIA MERIDIONALE;EUROPA VERDE;51
PAESI BASSI;IV : ITALIA MERIDIONALE;LA SINISTRA;39
PAESI BASSI;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;36
PAESI BASSI;IV : ITALIA MERIDIONALE;FORZA ITALIA;20
PAESI BASSI;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;9
PAESI BASSI;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;6
PAESI BASSI;IV : ITALIA MERIDIONALE;PARTITO PIRATA;4
PAESI BASSI;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;2
PAESI BASSI;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;2
PAESI BASSI;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;2
PAESI BASSI;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
PAESI BASSI;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
PAESI BASSI;V : ITALIA INSULARE;PARTITO DEMOCRATICO;127
PAESI BASSI;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;75
PAESI BASSI;V : ITALIA INSULARE;LEGA SALVINI PREMIER;46
PAESI BASSI;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;36
PAESI BASSI;V : ITALIA INSULARE;EUROPA VERDE;25
PAESI BASSI;V : ITALIA INSULARE;FORZA ITALIA;21
PAESI BASSI;V : ITALIA INSULARE;LA SINISTRA;13
PAESI BASSI;V : ITALIA INSULARE;FRATELLI D'ITALIA;8
PAESI BASSI;V : ITALIA INSULARE;PARTITO COMUNISTA;5
