"ITTER107"	"TIPO_DATO15"	"SEXISTAT1"	"ETA1"	"TIME"	"Value"	"Flag Codes"
"005112"	"JAN"	"9"	"TOTAL"	"2018"	230	
"022209"	"JAN"	"9"	"TOTAL"	"2018"	16	
"014073"	"JAN"	"9"	"TOTAL"	"2018"	38	
"012131"	"JAN"	"9"	"TOTAL"	"2018"	116	
"001285"	"JAN"	"9"	"TOTAL"	"2018"	101	
"016225"	"JAN"	"9"	"TOTAL"	"2018"	4	
"004234"	"JAN"	"9"	"TOTAL"	"2018"	31	
"097082"	"JAN"	"9"	"TOTAL"	"2018"	107	
"007068"	"JAN"	"9"	"TOTAL"	"2018"	9	
"086019"	"JAN"	"9"	"TOTAL"	"2018"	110	
"025062"	"JAN"	"9"	"TOTAL"	"2018"	12	
"096072"	"JAN"	"9"	"TOTAL"	"2018"	3	
"022210"	"JAN"	"9"	"TOTAL"	"2018"	29	
"064114"	"JAN"	"9"	"TOTAL"	"2018"	91	
"061096"	"JAN"	"9"	"TOTAL"	"2018"	12	
"021108"	"JAN"	"9"	"TOTAL"	"2018"	191	
"067046"	"JAN"	"9"	"TOTAL"	"2018"	35	
"065153"	"JAN"	"9"	"TOTAL"	"2018"	4	
"025063"	"JAN"	"9"	"TOTAL"	"2018"	100	
"021109"	"JAN"	"9"	"TOTAL"	"2018"	68	
"061097"	"JAN"	"9"	"TOTAL"	"2018"	56	
"018168"	"JAN"	"9"	"TOTAL"	"2018"	307	
"096073"	"JAN"	"9"	"TOTAL"	"2018"	353	
"018169"	"JAN"	"9"	"TOTAL"	"2018"	121	
"096074"	"JAN"	"9"	"TOTAL"	"2018"	63	
"008062"	"JAN"	"9"	"TOTAL"	"2018"	130	
"060082"	"JAN"	"9"	"TOTAL"	"2018"	48	
"008063"	"JAN"	"9"	"TOTAL"	"2018"	563	
"082076"	"JAN"	"9"	"TOTAL"	"2018"	25	
"090079"	"JAN"	"9"	"TOTAL"	"2018"	258	
"079151"	"JAN"	"9"	"TOTAL"	"2018"	82	
"102045"	"JAN"	"9"	"TOTAL"	"2018"	39	
"085021"	"JAN"	"9"	"TOTAL"	"2018"	49	
"060083"	"JAN"	"9"	"TOTAL"	"2018"	7	
"058108"	"JAN"	"9"	"TOTAL"	"2018"	12	
"056054"	"JAN"	"9"	"TOTAL"	"2018"	225	
"060084"	"JAN"	"9"	"TOTAL"	"2018"	31	
"064115"	"JAN"	"9"	"TOTAL"	"2018"	14	
"016226"	"JAN"	"9"	"TOTAL"	"2018"	1	
"024113"	"JAN"	"9"	"TOTAL"	"2018"	100	
"058109"	"JAN"	"9"	"TOTAL"	"2018"	34	
"017193"	"JAN"	"9"	"TOTAL"	"2018"	76	
"065154"	"JAN"	"9"	"TOTAL"	"2018"	249	
"054058"	"JAN"	"9"	"TOTAL"	"2018"	34	
"001286"	"JAN"	"9"	"TOTAL"	"2018"	26	
"004235"	"JAN"	"9"	"TOTAL"	"2018"	4	
"006178"	"JAN"	"9"	"TOTAL"	"2018"	72	
"097083"	"JAN"	"9"	"TOTAL"	"2018"	1118	
"004236"	"JAN"	"9"	"TOTAL"	"2018"	1	
"058110"	"JAN"	"9"	"TOTAL"	"2018"	1970	
"013232"	"JAN"	"9"	"TOTAL"	"2018"	112	
"034044"	"JAN"	"9"	"TOTAL"	"2018"	21	
"016227"	"JAN"	"9"	"TOTAL"	"2018"	6	
"007069"	"JAN"	"9"	"TOTAL"	"2018"	38	
"001287"	"JAN"	"9"	"TOTAL"	"2018"	226	
"001288"	"JAN"	"9"	"TOTAL"	"2018"	0	
"007070"	"JAN"	"9"	"TOTAL"	"2018"	8	
"077030"	"JAN"	"9"	"TOTAL"	"2018"	69	
"013234"	"JAN"	"9"	"TOTAL"	"2018"	98	
"024114"	"JAN"	"9"	"TOTAL"	"2018"	95	
"103069"	"JAN"	"9"	"TOTAL"	"2018"	5	
"054059"	"JAN"	"9"	"TOTAL"	"2018"	149	
"016229"	"JAN"	"9"	"TOTAL"	"2018"	0	
"007071"	"JAN"	"9"	"TOTAL"	"2018"	236	
"065155"	"JAN"	"9"	"TOTAL"	"2018"	21	
"018170"	"JAN"	"9"	"TOTAL"	"2018"	14	
"087052"	"JAN"	"9"	"TOTAL"	"2018"	134	
"017194"	"JAN"	"9"	"TOTAL"	"2018"	1	
"021110"	"JAN"	"9"	"TOTAL"	"2018"	190	
"015249"	"JAN"	"9"	"TOTAL"	"2018"	354	
"015229"	"JAN"	"9"	"TOTAL"	"2018"	463	
"103070"	"JAN"	"9"	"TOTAL"	"2018"	8	
"015230"	"JAN"	"9"	"TOTAL"	"2018"	1341	
"003153"	"JAN"	"9"	"TOTAL"	"2018"	51	
"002156"	"JAN"	"9"	"TOTAL"	"2018"	422	
"003154"	"JAN"	"9"	"TOTAL"	"2018"	356	
"012132"	"JAN"	"9"	"TOTAL"	"2018"	175	
"034045"	"JAN"	"9"	"TOTAL"	"2018"	186	
"080095"	"JAN"	"9"	"TOTAL"	"2018"	68	
"009065"	"JAN"	"9"	"TOTAL"	"2018"	725	
"057073"	"JAN"	"9"	"TOTAL"	"2018"	26	
"108045"	"JAN"	"9"	"TOTAL"	"2018"	954	
"022211"	"JAN"	"9"	"TOTAL"	"2018"	40	
"097084"	"JAN"	"9"	"TOTAL"	"2018"	45	
"011029"	"JAN"	"9"	"TOTAL"	"2018"	130	
"001289"	"JAN"	"9"	"TOTAL"	"2018"	32	
"030130"	"JAN"	"9"	"TOTAL"	"2018"	122	
"021111"	"JAN"	"9"	"TOTAL"	"2018"	325	
"034046"	"JAN"	"9"	"TOTAL"	"2018"	87	
"018171"	"JAN"	"9"	"TOTAL"	"2018"	346	
"103071"	"JAN"	"9"	"TOTAL"	"2018"	60	
"056055"	"JAN"	"9"	"TOTAL"	"2018"	386	
"008064"	"JAN"	"9"	"TOTAL"	"2018"	53	
"069099"	"JAN"	"9"	"TOTAL"	"2018"	2555	
"094051"	"JAN"	"9"	"TOTAL"	"2018"	29	
"001290"	"JAN"	"9"	"TOTAL"	"2018"	50	
"102046"	"JAN"	"9"	"TOTAL"	"2018"	17	
"026088"	"JAN"	"9"	"TOTAL"	"2018"	952	
"050037"	"JAN"	"9"	"TOTAL"	"2018"	673	
"108046"	"JAN"	"9"	"TOTAL"	"2018"	618	
"012134"	"JAN"	"9"	"TOTAL"	"2018"	437	
"026089"	"JAN"	"9"	"TOTAL"	"2018"	1768	
"016230"	"JAN"	"9"	"TOTAL"	"2018"	8	
"108047"	"JAN"	"9"	"TOTAL"	"2018"	281	
"028096"	"JAN"	"9"	"TOTAL"	"2018"	382	
"075092"	"JAN"	"9"	"TOTAL"	"2018"	310	
"096075"	"JAN"	"9"	"TOTAL"	"2018"	47	
"056056"	"JAN"	"9"	"TOTAL"	"2018"	96	
"013236"	"JAN"	"9"	"TOTAL"	"2018"	36	
"018172"	"JAN"	"9"	"TOTAL"	"2018"	4	
"058111"	"JAN"	"9"	"TOTAL"	"2018"	5047	
"018173"	"JAN"	"9"	"TOTAL"	"2018"	258	
"024115"	"JAN"	"9"	"TOTAL"	"2018"	137	
"023090"	"JAN"	"9"	"TOTAL"	"2018"	15	
"021116"	"JAN"	"9"	"TOTAL"	"2018"	102	
"094052"	"JAN"	"9"	"TOTAL"	"2018"	440	
"001292"	"JAN"	"9"	"TOTAL"	"2018"	1362	
"044073"	"JAN"	"9"	"TOTAL"	"2018"	78	
"004237"	"JAN"	"9"	"TOTAL"	"2018"	75	
"001291"	"JAN"	"9"	"TOTAL"	"2018"	6	
"009066"	"JAN"	"9"	"TOTAL"	"2018"	13	
"097085"	"JAN"	"9"	"TOTAL"	"2018"	18	
"012136"	"JAN"	"9"	"TOTAL"	"2018"	381	
"012137"	"JAN"	"9"	"TOTAL"	"2018"	414	
"083104"	"JAN"	"9"	"TOTAL"	"2018"	108	
"013238"	"JAN"	"9"	"TOTAL"	"2018"	161	
"076095"	"JAN"	"9"	"TOTAL"	"2018"	470	
"064116"	"JAN"	"9"	"TOTAL"	"2018"	187	
"008065"	"JAN"	"9"	"TOTAL"	"2018"	2639	
"082077"	"JAN"	"9"	"TOTAL"	"2018"	49	
"059033"	"JAN"	"9"	"TOTAL"	"2018"	102	
"030131"	"JAN"	"9"	"TOTAL"	"2018"	42	
"021112"	"JAN"	"9"	"TOTAL"	"2018"	18	
"108048"	"JAN"	"9"	"TOTAL"	"2018"	502	
"078153"	"JAN"	"9"	"TOTAL"	"2018"	21	
"013239"	"JAN"	"9"	"TOTAL"	"2018"	19	
"014075"	"JAN"	"9"	"TOTAL"	"2018"	31	
"097086"	"JAN"	"9"	"TOTAL"	"2018"	163	
"016232"	"JAN"	"9"	"TOTAL"	"2018"	1708	
"016233"	"JAN"	"9"	"TOTAL"	"2018"	1092	
"004238"	"JAN"	"9"	"TOTAL"	"2018"	61	
"037059"	"JAN"	"9"	"TOTAL"	"2018"	1044	
"040050"	"JAN"	"9"	"TOTAL"	"2018"	145	
"012138"	"JAN"	"9"	"TOTAL"	"2018"	493	
"015235"	"JAN"	"9"	"TOTAL"	"2018"	201	
"022213"	"JAN"	"9"	"TOTAL"	"2018"	102	
"004239"	"JAN"	"9"	"TOTAL"	"2018"	49	
"033044"	"JAN"	"9"	"TOTAL"	"2018"	117	
"015236"	"JAN"	"9"	"TOTAL"	"2018"	212	
"011030"	"JAN"	"9"	"TOTAL"	"2018"	53	
"100007"	"JAN"	"9"	"TOTAL"	"2018"	478	
"075093"	"JAN"	"9"	"TOTAL"	"2018"	155	
"017195"	"JAN"	"9"	"TOTAL"	"2018"	836	
"017196"	"JAN"	"9"	"TOTAL"	"2018"	316	
"001293"	"JAN"	"9"	"TOTAL"	"2018"	256	
"060085"	"JAN"	"9"	"TOTAL"	"2018"	904	
"023092"	"JAN"	"9"	"TOTAL"	"2018"	611	
"007072"	"JAN"	"9"	"TOTAL"	"2018"	62	
"007073"	"JAN"	"9"	"TOTAL"	"2018"	259	
"018174"	"JAN"	"9"	"TOTAL"	"2018"	9	
"096076"	"JAN"	"9"	"TOTAL"	"2018"	25	
"018175"	"JAN"	"9"	"TOTAL"	"2018"	65	
"001294"	"JAN"	"9"	"TOTAL"	"2018"	66	
"013242"	"JAN"	"9"	"TOTAL"	"2018"	247	
"016234"	"JAN"	"9"	"TOTAL"	"2018"	317	
"099020"	"JAN"	"9"	"TOTAL"	"2018"	817	
"003157"	"JAN"	"9"	"TOTAL"	"2018"	103	
"014076"	"JAN"	"9"	"TOTAL"	"2018"	4	
"030132"	"JAN"	"9"	"TOTAL"	"2018"	43	
"101027"	"JAN"	"9"	"TOTAL"	"2018"	23	
"004240"	"JAN"	"9"	"TOTAL"	"2018"	962	
"028097"	"JAN"	"9"	"TOTAL"	"2018"	42	
"019113"	"JAN"	"9"	"TOTAL"	"2018"	500	
"005113"	"JAN"	"9"	"TOTAL"	"2018"	72	
"003158"	"JAN"	"9"	"TOTAL"	"2018"	99	
"008066"	"JAN"	"9"	"TOTAL"	"2018"	69	
"023093"	"JAN"	"9"	"TOTAL"	"2018"	199	
"001295"	"JAN"	"9"	"TOTAL"	"2018"	53	
"017197"	"JAN"	"9"	"TOTAL"	"2018"	582	
"097089"	"JAN"	"9"	"TOTAL"	"2018"	20	
"056057"	"JAN"	"9"	"TOTAL"	"2018"	1519	
"035042"	"JAN"	"9"	"TOTAL"	"2018"	133	
"004241"	"JAN"	"9"	"TOTAL"	"2018"	177	
"017198"	"JAN"	"9"	"TOTAL"	"2018"	44	
"011031"	"JAN"	"9"	"TOTAL"	"2018"	386	
"035043"	"JAN"	"9"	"TOTAL"	"2018"	258	
"009067"	"JAN"	"9"	"TOTAL"	"2018"	31	
"020066"	"JAN"	"9"	"TOTAL"	"2018"	3589	
"016235"	"JAN"	"9"	"TOTAL"	"2018"	130	
"087053"	"JAN"	"9"	"TOTAL"	"2018"	225	
"005114"	"JAN"	"9"	"TOTAL"	"2018"	33	
"001296"	"JAN"	"9"	"TOTAL"	"2018"	16	
"035044"	"JAN"	"9"	"TOTAL"	"2018"	185	
"046033"	"JAN"	"9"	"TOTAL"	"2018"	4740	
"005115"	"JAN"	"9"	"TOTAL"	"2018"	34	
"065156"	"JAN"	"9"	"TOTAL"	"2018"	131	
"060086"	"JAN"	"9"	"TOTAL"	"2018"	14	
"082078"	"JAN"	"9"	"TOTAL"	"2018"	47	
"048049"	"JAN"	"9"	"TOTAL"	"2018"	651	
"001297"	"JAN"	"9"	"TOTAL"	"2018"	34	
"071059"	"JAN"	"9"	"TOTAL"	"2018"	273	
"063086"	"JAN"	"9"	"TOTAL"	"2018"	375	
"060087"	"JAN"	"9"	"TOTAL"	"2018"	133	
"004242"	"JAN"	"9"	"TOTAL"	"2018"	131	
"068045"	"JAN"	"9"	"TOTAL"	"2018"	20	
"003159"	"JAN"	"9"	"TOTAL"	"2018"	105	
"050038"	"JAN"	"9"	"TOTAL"	"2018"	440	
"058112"	"JAN"	"9"	"TOTAL"	"2018"	424	
"090082"	"JAN"	"9"	"TOTAL"	"2018"	48	
"018176"	"JAN"	"9"	"TOTAL"	"2018"	572	
"026090"	"JAN"	"9"	"TOTAL"	"2018"	379	
"001298"	"JAN"	"9"	"TOTAL"	"2018"	41	
"071060"	"JAN"	"9"	"TOTAL"	"2018"	894	
"076096"	"JAN"	"9"	"TOTAL"	"2018"	22	
"065157"	"JAN"	"9"	"TOTAL"	"2018"	207	
"097090"	"JAN"	"9"	"TOTAL"	"2018"	138	
"016236"	"JAN"	"9"	"TOTAL"	"2018"	193	
"038022"	"JAN"	"9"	"TOTAL"	"2018"	371	
"023094"	"JAN"	"9"	"TOTAL"	"2018"	1028	
"018177"	"JAN"	"9"	"TOTAL"	"2018"	9336	
"076097"	"JAN"	"9"	"TOTAL"	"2018"	59	
"076098"	"JAN"	"9"	"TOTAL"	"2018"	209	
"012139"	"JAN"	"9"	"TOTAL"	"2018"	211	
"028098"	"JAN"	"9"	"TOTAL"	"2018"	23	
"096077"	"JAN"	"9"	"TOTAL"	"2018"	265	
"005116"	"JAN"	"9"	"TOTAL"	"2018"	67	
"006179"	"JAN"	"9"	"TOTAL"	"2018"	86	
"056058"	"JAN"	"9"	"TOTAL"	"2018"	358	
"015237"	"JAN"	"9"	"TOTAL"	"2018"	777	
"036046"	"JAN"	"9"	"TOTAL"	"2018"	4385	
"022216"	"JAN"	"9"	"TOTAL"	"2018"	1	
"006180"	"JAN"	"9"	"TOTAL"	"2018"	156	
"004243"	"JAN"	"9"	"TOTAL"	"2018"	106	
"103074"	"JAN"	"9"	"TOTAL"	"2018"	36	
"025065"	"JAN"	"9"	"TOTAL"	"2018"	16	
"022217"	"JAN"	"9"	"TOTAL"	"2018"	101	
"028099"	"JAN"	"9"	"TOTAL"	"2018"	948	
"016237"	"JAN"	"9"	"TOTAL"	"2018"	33	
"033045"	"JAN"	"9"	"TOTAL"	"2018"	415	
"001299"	"JAN"	"9"	"TOTAL"	"2018"	255	
"027043"	"JAN"	"9"	"TOTAL"	"2018"	1129	
"028100"	"JAN"	"9"	"TOTAL"	"2018"	1786	
"006181"	"JAN"	"9"	"TOTAL"	"2018"	304	
"023095"	"JAN"	"9"	"TOTAL"	"2018"	493	
"046034"	"JAN"	"9"	"TOTAL"	"2018"	73	
"018178"	"JAN"	"9"	"TOTAL"	"2018"	6	
"017199"	"JAN"	"9"	"TOTAL"	"2018"	1145	
"074020"	"JAN"	"9"	"TOTAL"	"2018"	308	
"068046"	"JAN"	"9"	"TOTAL"	"2018"	27	
"046035"	"JAN"	"9"	"TOTAL"	"2018"	78	
"015248"	"JAN"	"9"	"TOTAL"	"2018"	274	
"016238"	"JAN"	"9"	"TOTAL"	"2018"	336	
"016239"	"JAN"	"9"	"TOTAL"	"2018"	244	
"002078"	"JAN"	"9"	"TOTAL"	"2018"	2	
"096078"	"JAN"	"9"	"TOTAL"	"2018"	7	
"028101"	"JAN"	"9"	"TOTAL"	"2018"	431	
"061098"	"JAN"	"9"	"TOTAL"	"2018"	597	
"014077"	"JAN"	"9"	"TOTAL"	"2018"	41	
"016240"	"JAN"	"9"	"TOTAL"	"2018"	395	
"014078"	"JAN"	"9"	"TOTAL"	"2018"	133	
"016241"	"JAN"	"9"	"TOTAL"	"2018"	62	
"028102"	"JAN"	"9"	"TOTAL"	"2018"	79	
"008067"	"JAN"	"9"	"TOTAL"	"2018"	61	
"013245"	"JAN"	"9"	"TOTAL"	"2018"	526	
"022222"	"JAN"	"9"	"TOTAL"	"2018"	191	
"060088"	"JAN"	"9"	"TOTAL"	"2018"	73	
"061099"	"JAN"	"9"	"TOTAL"	"2018"	1085	
"035045"	"JAN"	"9"	"TOTAL"	"2018"	315	
"020067"	"JAN"	"9"	"TOTAL"	"2018"	102	
"080096"	"JAN"	"9"	"TOTAL"	"2018"	1009	
"056046"	"JAN"	"9"	"TOTAL"	"2018"	186	
"092099"	"JAN"	"9"	"TOTAL"	"2018"	51	
"005119"	"JAN"	"9"	"TOTAL"	"2018"	40	
"060089"	"JAN"	"9"	"TOTAL"	"2018"	103	
"066104"	"JAN"	"9"	"TOTAL"	"2018"	2	
"069102"	"JAN"	"9"	"TOTAL"	"2018"	64	
"066105"	"JAN"	"9"	"TOTAL"	"2018"	16	
"095048"	"JAN"	"9"	"TOTAL"	"2018"	8	
"030133"	"JAN"	"9"	"TOTAL"	"2018"	69	
"060090"	"JAN"	"9"	"TOTAL"	"2018"	65	
"095073"	"JAN"	"9"	"TOTAL"	"2018"	2	
"030134"	"JAN"	"9"	"TOTAL"	"2018"	37	
"021113"	"JAN"	"9"	"TOTAL"	"2018"	113	
"082079"	"JAN"	"9"	"TOTAL"	"2018"	407	
"017200"	"JAN"	"9"	"TOTAL"	"2018"	116	
"006182"	"JAN"	"9"	"TOTAL"	"2018"	49	
"029048"	"JAN"	"9"	"TOTAL"	"2018"	241	
"103075"	"JAN"	"9"	"TOTAL"	"2018"	426	
"004244"	"JAN"	"9"	"TOTAL"	"2018"	276	
"005117"	"JAN"	"9"	"TOTAL"	"2018"	330	
"023096"	"JAN"	"9"	"TOTAL"	"2018"	3517	
"045016"	"JAN"	"9"	"TOTAL"	"2018"	489	
"028103"	"JAN"	"9"	"TOTAL"	"2018"	693	
"001300"	"JAN"	"9"	"TOTAL"	"2018"	287	
"084043"	"JAN"	"9"	"TOTAL"	"2018"	67	
"083105"	"JAN"	"9"	"TOTAL"	"2018"	181	
"082080"	"JAN"	"9"	"TOTAL"	"2018"	74	
"024117"	"JAN"	"9"	"TOTAL"	"2018"	83	
"066103"	"JAN"	"9"	"TOTAL"	"2018"	21	
"085022"	"JAN"	"9"	"TOTAL"	"2018"	22	
"069100"	"JAN"	"9"	"TOTAL"	"2018"	68	
"006183"	"JAN"	"9"	"TOTAL"	"2018"	118	
"069101"	"JAN"	"9"	"TOTAL"	"2018"	119	
"064117"	"JAN"	"9"	"TOTAL"	"2018"	19	
"029049"	"JAN"	"9"	"TOTAL"	"2018"	60	
"006184"	"JAN"	"9"	"TOTAL"	"2018"	8	
"021114"	"JAN"	"9"	"TOTAL"	"2018"	50	
"096079"	"JAN"	"9"	"TOTAL"	"2018"	4	
"001301"	"JAN"	"9"	"TOTAL"	"2018"	51	
"009068"	"JAN"	"9"	"TOTAL"	"2018"	182	
"018179"	"JAN"	"9"	"TOTAL"	"2018"	21	
"005118"	"JAN"	"9"	"TOTAL"	"2018"	480	
"064118"	"JAN"	"9"	"TOTAL"	"2018"	23	
"029050"	"JAN"	"9"	"TOTAL"	"2018"	219	
"098060"	"JAN"	"9"	"TOTAL"	"2018"	263	
"028104"	"JAN"	"9"	"TOTAL"	"2018"	453	
"029051"	"JAN"	"9"	"TOTAL"	"2018"	168	
"006185"	"JAN"	"9"	"TOTAL"	"2018"	79	
"090078"	"JAN"	"9"	"TOTAL"	"2018"	32	
"033046"	"JAN"	"9"	"TOTAL"	"2018"	231	
"095071"	"JAN"	"9"	"TOTAL"	"2018"	4	
"017201"	"JAN"	"9"	"TOTAL"	"2018"	707	
"078154"	"JAN"	"9"	"TOTAL"	"2018"	454	
"001305"	"JAN"	"9"	"TOTAL"	"2018"	62	
"001306"	"JAN"	"9"	"TOTAL"	"2018"	27	
"001307"	"JAN"	"9"	"TOTAL"	"2018"	252	
"063087"	"JAN"	"9"	"TOTAL"	"2018"	799	
"006186"	"JAN"	"9"	"TOTAL"	"2018"	24	
"086020"	"JAN"	"9"	"TOTAL"	"2018"	126	
"108049"	"JAN"	"9"	"TOTAL"	"2018"	879	
"002164"	"JAN"	"9"	"TOTAL"	"2018"	84	
"095072"	"JAN"	"9"	"TOTAL"	"2018"	10	
"066106"	"JAN"	"9"	"TOTAL"	"2018"	32	
"024118"	"JAN"	"9"	"TOTAL"	"2018"	461	
"007074"	"JAN"	"9"	"TOTAL"	"2018"	86	
"031025"	"JAN"	"9"	"TOTAL"	"2018"	68	
"066107"	"JAN"	"9"	"TOTAL"	"2018"	34	
"103076"	"JAN"	"9"	"TOTAL"	"2018"	10	
"016242"	"JAN"	"9"	"TOTAL"	"2018"	1601	
"026091"	"JAN"	"9"	"TOTAL"	"2018"	1392	
"108050"	"JAN"	"9"	"TOTAL"	"2018"	2581	
"015242"	"JAN"	"9"	"TOTAL"	"2018"	1672	
"004248"	"JAN"	"9"	"TOTAL"	"2018"	38	
"070084"	"JAN"	"9"	"TOTAL"	"2018"	119	
"005120"	"JAN"	"9"	"TOTAL"	"2018"	20	
"048050"	"JAN"	"9"	"TOTAL"	"2018"	1795	
"004249"	"JAN"	"9"	"TOTAL"	"2018"	12	
"017202"	"JAN"	"9"	"TOTAL"	"2018"	40	
"001311"	"JAN"	"9"	"TOTAL"	"2018"	72	
"063088"	"JAN"	"9"	"TOTAL"	"2018"	77	
"030135"	"JAN"	"9"	"TOTAL"	"2018"	54	
"006187"	"JAN"	"9"	"TOTAL"	"2018"	186	
"081023"	"JAN"	"9"	"TOTAL"	"2018"	61	
"060091"	"JAN"	"9"	"TOTAL"	"2018"	8	
"093049"	"JAN"	"9"	"TOTAL"	"2018"	23	
"026092"	"JAN"	"9"	"TOTAL"	"2018"	2922	
"066108"	"JAN"	"9"	"TOTAL"	"2018"	14	
"015243"	"JAN"	"9"	"TOTAL"	"2018"	1084	
"058113"	"JAN"	"9"	"TOTAL"	"2018"	5	
"096080"	"JAN"	"9"	"TOTAL"	"2018"	64	
"087054"	"JAN"	"9"	"TOTAL"	"2018"	157	
"028105"	"JAN"	"9"	"TOTAL"	"2018"	151	
"017204"	"JAN"	"9"	"TOTAL"	"2018"	1337	
"010066"	"JAN"	"9"	"TOTAL"	"2018"	8	
"002166"	"JAN"	"9"	"TOTAL"	"2018"	1	
"038023"	"JAN"	"9"	"TOTAL"	"2018"	198	
"103077"	"JAN"	"9"	"TOTAL"	"2018"	117	
"022224"	"JAN"	"9"	"TOTAL"	"2018"	253	
"063089"	"JAN"	"9"	"TOTAL"	"2018"	268	
"019114"	"JAN"	"9"	"TOTAL"	"2018"	56	
"018183"	"JAN"	"9"	"TOTAL"	"2018"	3	
"006189"	"JAN"	"9"	"TOTAL"	"2018"	4	
"001314"	"JAN"	"9"	"TOTAL"	"2018"	967	
"006190"	"JAN"	"9"	"TOTAL"	"2018"	30	
"050039"	"JAN"	"9"	"TOTAL"	"2018"	681	
"019115"	"JAN"	"9"	"TOTAL"	"2018"	13	
"071061"	"JAN"	"9"	"TOTAL"	"2018"	23	
"064119"	"JAN"	"9"	"TOTAL"	"2018"	53	
"102048"	"JAN"	"9"	"TOTAL"	"2018"	30	
"087055"	"JAN"	"9"	"TOTAL"	"2018"	453	
"058114"	"JAN"	"9"	"TOTAL"	"2018"	2423	
"016244"	"JAN"	"9"	"TOTAL"	"2018"	403	
"024119"	"JAN"	"9"	"TOTAL"	"2018"	289	
"016245"	"JAN"	"9"	"TOTAL"	"2018"	914	
"013246"	"JAN"	"9"	"TOTAL"	"2018"	27	
"015246"	"JAN"	"9"	"TOTAL"	"2018"	82	
"026094"	"JAN"	"9"	"TOTAL"	"2018"	264	
"026095"	"JAN"	"9"	"TOTAL"	"2018"	527	
"022226"	"JAN"	"9"	"TOTAL"	"2018"	55	
"015247"	"JAN"	"9"	"TOTAL"	"2018"	337	
"096081"	"JAN"	"9"	"TOTAL"	"2018"	36	
"016246"	"JAN"	"9"	"TOTAL"	"2018"	287	
"037060"	"JAN"	"9"	"TOTAL"	"2018"	1385	
"075094"	"JAN"	"9"	"TOTAL"	"2018"	50	
"025069"	"JAN"	"9"	"TOTAL"	"2018"	4	
"024121"	"JAN"	"9"	"TOTAL"	"2018"	30	
"096083"	"JAN"	"9"	"TOTAL"	"2018"	32	
"064120"	"JAN"	"9"	"TOTAL"	"2018"	21	
"026039"	"JAN"	"9"	"TOTAL"	"2018"	321	
"038012"	"JAN"	"9"	"TOTAL"	"2018"	138	
"006091"	"JAN"	"9"	"TOTAL"	"2018"	92	
"063092"	"JAN"	"9"	"TOTAL"	"2018"	75	
"063044"	"JAN"	"9"	"TOTAL"	"2018"	491	
"087056"	"JAN"	"9"	"TOTAL"	"2018"	633	
"037037"	"JAN"	"9"	"TOTAL"	"2018"	1315	
"015139"	"JAN"	"9"	"TOTAL"	"2018"	1394	
"093026"	"JAN"	"9"	"TOTAL"	"2018"	88	
"006092"	"JAN"	"9"	"TOTAL"	"2018"	85	
"058059"	"JAN"	"9"	"TOTAL"	"2018"	3439	
"041025"	"JAN"	"9"	"TOTAL"	"2018"	64	
"064049"	"JAN"	"9"	"TOTAL"	"2018"	715	
"030058"	"JAN"	"9"	"TOTAL"	"2018"	136	
"098039"	"JAN"	"9"	"TOTAL"	"2018"	200	
"001200"	"JAN"	"9"	"TOTAL"	"2018"	75	
"049013"	"JAN"	"9"	"TOTAL"	"2018"	316	
"012113"	"JAN"	"9"	"TOTAL"	"2018"	247	
"012114"	"JAN"	"9"	"TOTAL"	"2018"	169	
"027029"	"JAN"	"9"	"TOTAL"	"2018"	2110	
"035029"	"JAN"	"9"	"TOTAL"	"2018"	896	
"094038"	"JAN"	"9"	"TOTAL"	"2018"	54	
"090059"	"JAN"	"9"	"TOTAL"	"2018"	83	
"016173"	"JAN"	"9"	"TOTAL"	"2018"	287	
"030080"	"JAN"	"9"	"TOTAL"	"2018"	184	
"017152"	"JAN"	"9"	"TOTAL"	"2018"	447	
"001202"	"JAN"	"9"	"TOTAL"	"2018"	3	
"002104"	"JAN"	"9"	"TOTAL"	"2018"	40	
"001205"	"JAN"	"9"	"TOTAL"	"2018"	15	
"093034"	"JAN"	"9"	"TOTAL"	"2018"	1494	
"004174"	"JAN"	"9"	"TOTAL"	"2018"	7	
"016174"	"JAN"	"9"	"TOTAL"	"2018"	93	
"006140"	"JAN"	"9"	"TOTAL"	"2018"	160	
"030083"	"JAN"	"9"	"TOTAL"	"2018"	203	
"103055"	"JAN"	"9"	"TOTAL"	"2018"	31	
"103057"	"JAN"	"9"	"TOTAL"	"2018"	104	
"030084"	"JAN"	"9"	"TOTAL"	"2018"	6	
"030085"	"JAN"	"9"	"TOTAL"	"2018"	12	
"016176"	"JAN"	"9"	"TOTAL"	"2018"	489	
"075062"	"JAN"	"9"	"TOTAL"	"2018"	170	
"066076"	"JAN"	"9"	"TOTAL"	"2018"	19	
"004177"	"JAN"	"9"	"TOTAL"	"2018"	19	
"059019"	"JAN"	"9"	"TOTAL"	"2018"	1204	
"063061"	"JAN"	"9"	"TOTAL"	"2018"	350	
"004178"	"JAN"	"9"	"TOTAL"	"2018"	17	
"017158"	"JAN"	"9"	"TOTAL"	"2018"	273	
"030086"	"JAN"	"9"	"TOTAL"	"2018"	110	
"016177"	"JAN"	"9"	"TOTAL"	"2018"	253	
"064076"	"JAN"	"9"	"TOTAL"	"2018"	28	
"069070"	"JAN"	"9"	"TOTAL"	"2018"	11	
