"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Colverde"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2643	
"Colverde"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2738	
"Colverde"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5381	
"Tremezzina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2512	
"Tremezzina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2606	
"Tremezzina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5118	
"Sant'Omobono Terme"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1978	
"Val Brembilla"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2133	
"Longarone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2724	
"Rivignano Teor"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3118	
"Rivignano Teor"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3147	
"Rivignano Teor"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6265	
"Sissa Trecasali"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3846	
"Sissa Trecasali"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3997	
"Sissa Trecasali"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7843	
"Valsamoggia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	15329	
"Sillano Giuncugnano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	522	
"Valdaone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	612	
"Corteolona e Genzone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1286	
"Corteolona e Genzone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1309	
"Corteolona e Genzone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2595	
"Dimaro Folgarida"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2156	
"Pieve di Bono-Prezzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	716	
"Pieve di Bono-Prezzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1442	
"Altavalle"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	809	
"Altavalle"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	823	
"Altopiano della Vigolana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2506	
"Altopiano della Vigolana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2509	
"Amblar-Don"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	503	
"Borgo Lares"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	365	
"Cividale del Friuli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5288	
"Cividate al Piano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5185	
"Cividate Camuno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1412	
"Civita"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	912	
"Civita Castellana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7875	
"Civita Castellana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16262	
"Civita d'Antino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1013	
"Civitacampomarano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	178	
"Civitacampomarano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	207	
"Civitacampomarano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	385	
"Civitaluparella"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	154	
"Civitaluparella"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	327	
"Civitanova del Sannio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	466	
"Civitanova del Sannio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	918	
"Civitanova Marche"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	22121	
"Civitanova Marche"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	42353	
"Civitaquana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	616	
"Civitaquana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	609	
"Civitaquana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1225	
"Civitavecchia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	25155	
"Civitavecchia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	27516	
"Civitavecchia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	52671	
"Civitella Alfedena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	140	
"Civitella Alfedena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	140	
"Civitella Alfedena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	280	
"Civitella Casanova"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	864	
"Civitella Casanova"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	895	
"Civitella Casanova"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1759	
"Civitella d'Agliano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	750	
"Civitella d'Agliano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	807	
"Civitella d'Agliano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1557	
"Civitella del Tronto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2420	
"Civitella del Tronto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2498	
"Civitella del Tronto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4918	
"Civitella di Romagna"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1831	
"Civitella di Romagna"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1927	
"Civitella di Romagna"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3758	
"Civitella in Val di Chiana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4592	
"Civitella in Val di Chiana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9035	
"Civitella Messer Raimondo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	394	
"Civitella Messer Raimondo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	424	
"Civitella Messer Raimondo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	818	
"Civitella Paganico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1605	
"Civitella Paganico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1576	
"Civitella Paganico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3181	
"Civitella Roveto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1563	
"Civitella Roveto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3166	
"Civitella San Paolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1037	
"Civitella San Paolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1012	
"Civo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	589	
"Civo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	526	
"Civo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1115	
"Claino con Osteno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	274	
"Clauzetto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	197	
"Clauzetto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	183	
"Sant'Omobono Terme"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1962	
"Sant'Omobono Terme"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3940	
"Val Brembilla"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2195	
"Val Brembilla"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4328	
"Cornale e Bastida"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	422	
"Cornale e Bastida"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	447	
"Cornale e Bastida"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	869	
"Borgo Virgilio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7293	
"Borgo Virgilio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7404	
"Borgo Virgilio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	14697	
"Quero Vas"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1587	
"Quero Vas"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3166	
"Valsamoggia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	15520	
"Valsamoggia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	30849	
"Fiscaglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4364	
"Fiscaglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4534	
"Fiscaglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8898	
"Vallefoglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7538	
"Vallefoglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7503	
"Vallefoglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	15041	
"Trecastelli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3767	
"Trecastelli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3800	
"Trecastelli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7567	
"Fabbriche di Vergemoli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	379	
"Fabbriche di Vergemoli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	815	
"Figline e Incisa Valdarno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	12074	
"Sillano Giuncugnano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	542	
"Sillano Giuncugnano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1064	
"Valvasone Arzene"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1923	
"Dimaro Folgarida"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1025	
"Dimaro Folgarida"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1131	
"Pieve di Bono-Prezzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	726	
"Altavalle"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1632	
"Altopiano della Vigolana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5015	
"Amblar-Don"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	254	
"Amblar-Don"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	249	
"Borgo Chiese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1001	
"Borgo Chiese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1014	
"Borgo Chiese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2015	
"Borgo Lares"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	345	
"Borgo Lares"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	710	
"Castel Ivano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1641	
"Castel Ivano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1673	
"Castel Ivano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3314	
"Cembra Lisignago"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1199	
"Cembra Lisignago"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1142	
"Cembra Lisignago"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2341	
"Contà"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	697	
"Contà"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	721	
"Contà"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1418	
"Madruzzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1450	
"Madruzzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1436	
"Porte di Rendena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	902	
"Porte di Rendena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1807	
"Primiero San Martino di Castrozza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2653	
"Primiero San Martino di Castrozza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5398	
"Sella Giudicarie"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1481	
"Sella Giudicarie"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1465	
"Sella Giudicarie"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2946	
"Tre Ville"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	687	
"Tre Ville"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	731	
"Vallelaghi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2544	
"Vallelaghi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5053	
"Ville d'Anaunia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2379	
"Ville d'Anaunia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2475	
"Civitella in Val di Chiana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4443	
"Civitella Roveto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1603	
"Civitella San Paolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2049	
"Claino con Osteno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	286	
"Claino con Osteno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	560	
"Claut"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	449	
"Claut"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	497	
"Claut"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	946	
"Clauzetto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	380	
"Clavesana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	409	
"Clavesana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	415	
"Clavesana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	824	
"Claviere"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	103	
"Claviere"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	106	
"Claviere"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	209	
"Cles"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3377	
"Cles"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3632	
"Cles"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7009	
"Cleto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	669	
"Cleto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	610	
"Cleto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1279	
"Clivio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	921	
"Clivio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1000	
"Clivio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1921	
"Cloz"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	351	
"Cloz"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	325	
"Cloz"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	676	
"Clusone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4152	
"Clusone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4456	
"Clusone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8608	
"Coassolo Torinese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	778	
"Coassolo Torinese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	743	
"Coassolo Torinese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1521	
"Coazze"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1638	
"Coazze"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1565	
"Coazze"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3203	
"Coazzolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	141	
"Coazzolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	143	
"Coazzolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	284	
"Coccaglio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4325	
"Coccaglio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4325	
"Coccaglio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8650	
"Cocconato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	731	
"Cocconato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	721	
"Cocconato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1452	
"Cocquio-Trevisago"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2298	
"Cocquio-Trevisago"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2457	
"Cocquio-Trevisago"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4755	
"Cocullo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	111	
"Cocullo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	108	
"Cocullo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	219	
"Codevigo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3278	
"Codevigo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3185	
"Codevigo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6463	
"Codevilla"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	467	
"Codevilla"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	527	
"Codevilla"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	994	
"Codigoro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5581	
"Codigoro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6159	
"Codigoro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11740	
"Codognè"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2702	
"Codognè"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2637	
"Codognè"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5339	
"Codogno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7668	
"Codogno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8233	
"Codogno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	15901	
"Codroipo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7961	
"Codroipo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8204	
"Codroipo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16165	
"Codrongianos"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	648	
"Codrongianos"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	658	
"Codrongianos"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1306	
"Coggiola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	880	
"Coggiola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	938	
"Coggiola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1818	
"Cogliate"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4175	
"Cogliate"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4335	
"Cogliate"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8510	
"Cogne"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	689	
"Cogne"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	681	
"Cogne"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1370	
"Cogoleto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4391	
"Cogoleto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4732	
"Cogoleto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9123	
"Cogollo del Cengio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1620	
"Cogollo del Cengio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1635	
"Cogollo del Cengio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3255	
"Cogorno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2826	
"Cogorno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2905	
"Cogorno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5731	
"Colazza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	214	
"Colazza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	233	
"Colazza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	447	
"Colere"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	563	
"Colere"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	559	
"Colere"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1122	
"Colfelice"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	955	
"Colfelice"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	952	
"Colfelice"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1907	
"Coli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	453	
"Coli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	420	
"Coli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	873	
"Colico"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3863	
"Colico"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3990	
"Colico"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7853	
"Collalto Sabino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	208	
"Collalto Sabino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	208	
"Collalto Sabino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	416	
"Collarmele"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	405	
"Collarmele"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	462	
"Collarmele"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	867	
"Collazzone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1689	
"Collazzone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1759	
"Collazzone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3448	
"Colle Brianza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	880	
"Colle Brianza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	842	
"Colle Brianza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1722	
"Colle d'Anchise"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	385	
"Colle d'Anchise"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	406	
"Colle d'Anchise"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	791	
"Colle di Tora"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	186	
"Colle di Tora"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	167	
"Colle di Tora"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	353	
"Colle di Val d'Elsa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	10475	
"Colle di Val d'Elsa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	11176	
"Colle di Val d'Elsa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	21651	
"Colle San Magno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	338	
"Colle San Magno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	328	
"Colle San Magno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	666	
"Colle Sannita"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1224	
"Colle Sannita"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2387	
"Colle Santa Lucia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	182	
"Colle Santa Lucia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	175	
